Full_ID,Gene,ENSG_ID
ARNTL2_ENSG00000029153,ARNTL2,ENSG00000029153
BCLAF1_ENSG00000029363,BCLAF1,ENSG00000029363
SLC39A9_ENSG00000029364,SLC39A9,ENSG00000029364
ANK1_ENSG00000029534,ANK1,ENSG00000029534
IBSP_ENSG00000029559,IBSP,ENSG00000029559
TFB1M_ENSG00000029639,TFB1M,ENSG00000029639
RABEP1_ENSG00000029725,RABEP1,ENSG00000029725
HMGB3_ENSG00000029993,HMGB3,ENSG00000029993
NUP160_ENSG00000030066,NUP160,ENSG00000030066
BAK1_ENSG00000030110,BAK1,ENSG00000030110
MUSK_ENSG00000030304,MUSK,ENSG00000030304
IKZF2_ENSG00000030419,IKZF2,ENSG00000030419
GRN_ENSG00000030582,GRN,ENSG00000030582
FAM13B_ENSG00000031003,FAM13B,ENSG00000031003
ARHGAP31_ENSG00000031081,ARHGAP31,ENSG00000031081
CENPQ_ENSG00000031691,CENPQ,ENSG00000031691
SARS_ENSG00000031698,SARS,ENSG00000031698
RANBP3_ENSG00000031823,RANBP3,ENSG00000031823
ARID4A_ENSG00000032219,ARID4A,ENSG00000032219
TSSC1_ENSG00000032389,TSSC1,ENSG00000032389
PNPLA6_ENSG00000032444,PNPLA6,ENSG00000032444
IFT88_ENSG00000032742,IFT88,ENSG00000032742
ALG1_ENSG00000033011,ALG1,ENSG00000033011
ZCCHC8_ENSG00000033030,ZCCHC8,ENSG00000033030
ABCF2_ENSG00000033050,ABCF2,ENSG00000033050
CHPF2_ENSG00000033100,CHPF2,ENSG00000033100
LRRC7_ENSG00000033122,LRRC7,ENSG00000033122
FUT8_ENSG00000033170,FUT8,ENSG00000033170
UBA6_ENSG00000033178,UBA6,ENSG00000033178
GAB2_ENSG00000033327,GAB2,ENSG00000033327
ATP6V0A1_ENSG00000033627,ATP6V0A1,ENSG00000033627
PIAS1_ENSG00000033800,PIAS1,ENSG00000033800
SLC4A7_ENSG00000033867,SLC4A7,ENSG00000033867
APBA2_ENSG00000034053,APBA2,ENSG00000034053
MAP2K3_ENSG00000034152,MAP2K3,ENSG00000034152
EFCAB1_ENSG00000034239,EFCAB1,ENSG00000034239
TMSB10_ENSG00000034510,TMSB10,ENSG00000034510
ASTE1_ENSG00000034533,ASTE1,ENSG00000034533
RNF19A_ENSG00000034677,RNF19A,ENSG00000034677
PEX3_ENSG00000034693,PEX3,ENSG00000034693
GABARAPL2_ENSG00000034713,GABARAPL2,ENSG00000034713
MYOC_ENSG00000034971,MYOC,ENSG00000034971
SH3YL1_ENSG00000035115,SH3YL1,ENSG00000035115
FAM136A_ENSG00000035141,FAM136A,ENSG00000035141
VCL_ENSG00000035403,VCL,ENSG00000035403
DEPDC1B_ENSG00000035499,DEPDC1B,ENSG00000035499
DAPK2_ENSG00000035664,DAPK2,ENSG00000035664
NSMAF_ENSG00000035681,NSMAF,ENSG00000035681
ADSS_ENSG00000035687,ADSS,ENSG00000035687
STAP1_ENSG00000035720,STAP1,ENSG00000035720
TIMP2_ENSG00000035862,TIMP2,ENSG00000035862
RFC1_ENSG00000035928,RFC1,ENSG00000035928
TBC1D23_ENSG00000036054,TBC1D23,ENSG00000036054
CUL3_ENSG00000036257,CUL3,ENSG00000036257
MYOM2_ENSG00000036448,MYOM2,ENSG00000036448
OTC_ENSG00000036473,OTC,ENSG00000036473
CYP46A1_ENSG00000036530,CYP46A1,ENSG00000036530
ZZZ3_ENSG00000036549,ZZZ3,ENSG00000036549
SLC18A1_ENSG00000036565,SLC18A1,ENSG00000036565
USP2_ENSG00000036672,USP2,ENSG00000036672
CASR_ENSG00000036828,CASR,ENSG00000036828
TUBG2_ENSG00000037042,TUBG2,ENSG00000037042
RPL26L1_ENSG00000037241,RPL26L1,ENSG00000037241
FLT4_ENSG00000037280,FLT4,ENSG00000037280
NSUN2_ENSG00000037474,NSUN2,ENSG00000037474
FBXO42_ENSG00000037637,FBXO42,ENSG00000037637
MFAP3_ENSG00000037749,MFAP3,ENSG00000037749
MRI1_ENSG00000037757,MRI1,ENSG00000037757
METTL1_ENSG00000037897,METTL1,ENSG00000037897
AGA_ENSG00000038002,AGA,ENSG00000038002
PI4K2B_ENSG00000038210,PI4K2B,ENSG00000038210
BOD1L1_ENSG00000038219,BOD1L1,ENSG00000038219
MAT2B_ENSG00000038274,MAT2B,ENSG00000038274
TLL1_ENSG00000038295,TLL1,ENSG00000038295
EDC4_ENSG00000038358,EDC4,ENSG00000038358
TRIO_ENSG00000038382,TRIO,ENSG00000038382
VCAN_ENSG00000038427,VCAN,ENSG00000038427
CLEC16A_ENSG00000038532,CLEC16A,ENSG00000038532
MSR1_ENSG00000038945,MSR1,ENSG00000038945
CDH1_ENSG00000039068,CDH1,ENSG00000039068
SKIV2L2_ENSG00000039123,SKIV2L2,ENSG00000039123
DNAH5_ENSG00000039139,DNAH5,ENSG00000039139
ZFYVE16_ENSG00000039319,ZFYVE16,ENSG00000039319
FAM65A_ENSG00000039523,FAM65A,ENSG00000039523
C6_ENSG00000039537,C6,ENSG00000039537
RAI14_ENSG00000039560,RAI14,ENSG00000039560
SOX30_ENSG00000039600,SOX30,ENSG00000039600
PNKP_ENSG00000039650,PNKP,ENSG00000039650
BEST2_ENSG00000039987,BEST2,ENSG00000039987
PHLPP2_ENSG00000040199,PHLPP2,ENSG00000040199
SPDL1_ENSG00000040275,SPDL1,ENSG00000040275
STAU2_ENSG00000040341,STAU2,ENSG00000040341
PQLC2_ENSG00000040487,PQLC2,ENSG00000040487
CTNS_ENSG00000040531,CTNS,ENSG00000040531
RTN4R_ENSG00000040608,RTN4R,ENSG00000040608
PHF23_ENSG00000040633,PHF23,ENSG00000040633
CDH10_ENSG00000040731,CDH10,ENSG00000040731
INPP4A_ENSG00000040933,INPP4A,ENSG00000040933
RAB27B_ENSG00000041353,RAB27B,ENSG00000041353
PSMA4_ENSG00000041357,PSMA4,ENSG00000041357
MYO16_ENSG00000041515,MYO16,ENSG00000041515
LSG1_ENSG00000041802,LSG1,ENSG00000041802
PARP3_ENSG00000041880,PARP3,ENSG00000041880
TNC_ENSG00000041982,TNC,ENSG00000041982
THAP3_ENSG00000041988,THAP3,ENSG00000041988
FAM65C_ENSG00000042062,FAM65C,ENSG00000042062
TDP1_ENSG00000042088,TDP1,ENSG00000042088
AIFM2_ENSG00000042286,AIFM2,ENSG00000042286
C2orf83_ENSG00000042304,C2orf83,ENSG00000042304
SPATA7_ENSG00000042317,SPATA7,ENSG00000042317
MED17_ENSG00000042429,MED17,ENSG00000042429
RETSAT_ENSG00000042445,RETSAT,ENSG00000042445
CAPG_ENSG00000042493,CAPG,ENSG00000042493
AP2S1_ENSG00000042753,AP2S1,ENSG00000042753
USH2A_ENSG00000042781,USH2A,ENSG00000042781
ZPBP_ENSG00000042813,ZPBP,ENSG00000042813
TG_ENSG00000042832,TG,ENSG00000042832
ADAM28_ENSG00000042980,ADAM28,ENSG00000042980
BARX2_ENSG00000043039,BARX2,ENSG00000043039
DCUN1D1_ENSG00000043093,DCUN1D1,ENSG00000043093
JADE2_ENSG00000043143,JADE2,ENSG00000043143
ZIC2_ENSG00000043355,ZIC2,ENSG00000043355
LCP2_ENSG00000043462,LCP2,ENSG00000043462
TRIT1_ENSG00000043514,TRIT1,ENSG00000043514
ADRB1_ENSG00000043591,ADRB1,ENSG00000043591
GUCA2B_ENSG00000044012,GUCA2B,ENSG00000044012
CUL7_ENSG00000044090,CUL7,ENSG00000044090
CTNNA1_ENSG00000044115,CTNNA1,ENSG00000044115
PHKA2_ENSG00000044446,PHKA2,ENSG00000044446
CNTLN_ENSG00000044459,CNTLN,ENSG00000044459
EPHA3_ENSG00000044524,EPHA3,ENSG00000044524
HSPA5_ENSG00000044574,HSPA5,ENSG00000044574
DSG2_ENSG00000046604,DSG2,ENSG00000046604
GEMIN8_ENSG00000046647,GEMIN8,ENSG00000046647
OFD1_ENSG00000046651,OFD1,ENSG00000046651
GPM6B_ENSG00000046653,GPM6B,ENSG00000046653
MAGEC2_ENSG00000046774,MAGEC2,ENSG00000046774
PREX2_ENSG00000046889,PREX2,ENSG00000046889
WDR37_ENSG00000047056,WDR37,ENSG00000047056
YTHDC2_ENSG00000047188,YTHDC2,ENSG00000047188
CTPS2_ENSG00000047230,CTPS2,ENSG00000047230
ATP6V1H_ENSG00000047249,ATP6V1H,ENSG00000047249
POLR2B_ENSG00000047315,POLR2B,ENSG00000047315
FAM214A_ENSG00000047346,FAM214A,ENSG00000047346
ARAP2_ENSG00000047365,ARAP2,ENSG00000047365
TPR_ENSG00000047410,TPR,ENSG00000047410
CP_ENSG00000047457,CP,ENSG00000047457
KIAA0556_ENSG00000047578,KIAA0556,ENSG00000047578
DTNBP1_ENSG00000047579,DTNBP1,ENSG00000047579
XK_ENSG00000047597,XK,ENSG00000047597
ANO2_ENSG00000047617,ANO2,ENSG00000047617
C12orf4_ENSG00000047621,C12orf4,ENSG00000047621
SCML1_ENSG00000047634,SCML1,ENSG00000047634
WWC3_ENSG00000047644,WWC3,ENSG00000047644
ARHGAP6_ENSG00000047648,ARHGAP6,ENSG00000047648
FAM184B_ENSG00000047662,FAM184B,ENSG00000047662
MAP4_ENSG00000047849,MAP4,ENSG00000047849
GOPC_ENSG00000047932,GOPC,ENSG00000047932
ROS1_ENSG00000047936,ROS1,ENSG00000047936
USP28_ENSG00000048028,USP28,ENSG00000048028
HDAC9_ENSG00000048052,HDAC9,ENSG00000048052
TSPAN17_ENSG00000048140,TSPAN17,ENSG00000048140
NOP16_ENSG00000048162,NOP16,ENSG00000048162
CC2D2A_ENSG00000048342,CC2D2A,ENSG00000048342
RRM2B_ENSG00000048392,RRM2B,ENSG00000048392
ZNF800_ENSG00000048405,ZNF800,ENSG00000048405
TNFRSF17_ENSG00000048462,TNFRSF17,ENSG00000048462
SNX29_ENSG00000048471,SNX29,ENSG00000048471
LMO3_ENSG00000048540,LMO3,ENSG00000048540
MRPS10_ENSG00000048544,MRPS10,ENSG00000048544
GUCA1A_ENSG00000048545,GUCA1A,ENSG00000048545
RSF1_ENSG00000048649,RSF1,ENSG00000048649
VPS13D_ENSG00000048707,VPS13D,ENSG00000048707
CELF2_ENSG00000048740,CELF2,ENSG00000048740
FAM120A_ENSG00000048828,FAM120A,ENSG00000048828
R3HDM1_ENSG00000048991,R3HDM1,ENSG00000048991
COL9A2_ENSG00000049089,COL9A2,ENSG00000049089
KITLG_ENSG00000049130,KITLG,ENSG00000049130
ERCC8_ENSG00000049167,ERCC8,ENSG00000049167
ADAMTS6_ENSG00000049192,ADAMTS6,ENSG00000049192
H6PD_ENSG00000049239,H6PD,ENSG00000049239
VAMP3_ENSG00000049245,VAMP3,ENSG00000049245
PER3_ENSG00000049246,PER3,ENSG00000049246
UTS2_ENSG00000049247,UTS2,ENSG00000049247
TNFRSF9_ENSG00000049249,TNFRSF9,ENSG00000049249
EPN3_ENSG00000049283,EPN3,ENSG00000049283
LTBP1_ENSG00000049323,LTBP1,ENSG00000049323
RCN1_ENSG00000049449,RCN1,ENSG00000049449
ELN_ENSG00000049540,ELN,ENSG00000049540
RFC2_ENSG00000049541,RFC2,ENSG00000049541
ARID1B_ENSG00000049618,ARID1B,ENSG00000049618
CLPTM1L_ENSG00000049656,CLPTM1L,ENSG00000049656
NEDD4L_ENSG00000049759,NEDD4L,ENSG00000049759
FOXP3_ENSG00000049768,FOXP3,ENSG00000049768
PPP1R3F_ENSG00000049769,PPP1R3F,ENSG00000049769
HEXB_ENSG00000049860,HEXB,ENSG00000049860
PTCD2_ENSG00000049883,PTCD2,ENSG00000049883
KIAA2022_ENSG00000050030,KIAA2022,ENSG00000050030
JKAMP_ENSG00000050130,JKAMP,ENSG00000050130
DKK3_ENSG00000050165,DKK3,ENSG00000050165
ARHGEF5_ENSG00000050327,ARHGEF5,ENSG00000050327
NFE2L3_ENSG00000050344,NFE2L3,ENSG00000050344
MCUR1_ENSG00000050393,MCUR1,ENSG00000050393
LIMA1_ENSG00000050405,LIMA1,ENSG00000050405
LETMD1_ENSG00000050426,LETMD1,ENSG00000050426
SLC4A8_ENSG00000050438,SLC4A8,ENSG00000050438
LAMC3_ENSG00000050555,LAMC3,ENSG00000050555
PTGER3_ENSG00000050628,PTGER3,ENSG00000050628
TNIP3_ENSG00000050730,TNIP3,ENSG00000050730
MAPK9_ENSG00000050748,MAPK9,ENSG00000050748
COL23A1_ENSG00000050767,COL23A1,ENSG00000050767
BCAR1_ENSG00000050820,BCAR1,ENSG00000050820
FAM160A2_ENSG00000051009,FAM160A2,ENSG00000051009
HERPUD1_ENSG00000051108,HERPUD1,ENSG00000051108
HOMER3_ENSG00000051128,HOMER3,ENSG00000051128
RAD51_ENSG00000051180,RAD51,ENSG00000051180
POLQ_ENSG00000051341,POLQ,ENSG00000051341
PIK3CB_ENSG00000051382,PIK3CB,ENSG00000051382
CYBA_ENSG00000051523,CYBA,ENSG00000051523
THOC3_ENSG00000051596,THOC3,ENSG00000051596
HEBP2_ENSG00000051620,HEBP2,ENSG00000051620
MPHOSPH9_ENSG00000051825,MPHOSPH9,ENSG00000051825
PLEKHA5_ENSG00000052126,PLEKHA5,ENSG00000052126
PRSS8_ENSG00000052344,PRSS8,ENSG00000052344
SIKE1_ENSG00000052723,SIKE1,ENSG00000052723
RRP12_ENSG00000052749,RRP12,ENSG00000052749
FNIP2_ENSG00000052795,FNIP2,ENSG00000052795
MSMO1_ENSG00000052802,MSMO1,ENSG00000052802
TTC17_ENSG00000052841,TTC17,ENSG00000052841
ALX4_ENSG00000052850,ALX4,ENSG00000052850
FSTL4_ENSG00000053108,FSTL4,ENSG00000053108
FOXN3_ENSG00000053254,FOXN3,ENSG00000053254
METTL24_ENSG00000053328,METTL24,ENSG00000053328
AKR7A2_ENSG00000053371,AKR7A2,ENSG00000053371
MRTO4_ENSG00000053372,MRTO4,ENSG00000053372
NNAT_ENSG00000053438,NNAT,ENSG00000053438
USE1_ENSG00000053501,USE1,ENSG00000053501
MCF2L2_ENSG00000053524,MCF2L2,ENSG00000053524
NRIP2_ENSG00000053702,NRIP2,ENSG00000053702
LAMA3_ENSG00000053747,LAMA3,ENSG00000053747
AP5M1_ENSG00000053770,AP5M1,ENSG00000053770
ANAPC4_ENSG00000053900,ANAPC4,ENSG00000053900
KCNQ1_ENSG00000053918,KCNQ1,ENSG00000053918
TRAPPC3_ENSG00000054116,TRAPPC3,ENSG00000054116
THRAP3_ENSG00000054118,THRAP3,ENSG00000054118
PHPT1_ENSG00000054148,PHPT1,ENSG00000054148
ENTPD2_ENSG00000054179,ENTPD2,ENSG00000054179
LY75_ENSG00000054219,LY75,ENSG00000054219
ARID4B_ENSG00000054267,ARID4B,ENSG00000054267
OPN3_ENSG00000054277,OPN3,ENSG00000054277
SDCCAG8_ENSG00000054282,SDCCAG8,ENSG00000054282
PTPRN_ENSG00000054356,PTPRN,ENSG00000054356
HHAT_ENSG00000054392,HHAT,ENSG00000054392
KIF1B_ENSG00000054523,KIF1B,ENSG00000054523
FOXC1_ENSG00000054598,FOXC1,ENSG00000054598
TBC1D22A_ENSG00000054611,TBC1D22A,ENSG00000054611
SYNE2_ENSG00000054654,SYNE2,ENSG00000054654
PLEKHH1_ENSG00000054690,PLEKHH1,ENSG00000054690
ATP9A_ENSG00000054793,ATP9A,ENSG00000054793
SPO11_ENSG00000054796,SPO11,ENSG00000054796
CBLN4_ENSG00000054803,CBLN4,ENSG00000054803
CHRDL2_ENSG00000054938,CHRDL2,ENSG00000054938
FAM168A_ENSG00000054965,FAM168A,ENSG00000054965
RELT_ENSG00000054967,RELT,ENSG00000054967
GALC_ENSG00000054983,GALC,ENSG00000054983
NOP58_ENSG00000055044,NOP58,ENSG00000055044
SZRD1_ENSG00000055070,SZRD1,ENSG00000055070
KCNH2_ENSG00000055118,KCNH2,ENSG00000055118
CUL1_ENSG00000055130,CUL1,ENSG00000055130
FAM114A2_ENSG00000055147,FAM114A2,ENSG00000055147
CYFIP2_ENSG00000055163,CYFIP2,ENSG00000055163
TAB2_ENSG00000055208,TAB2,ENSG00000055208
GINM1_ENSG00000055211,GINM1,ENSG00000055211
EIF2AK2_ENSG00000055332,EIF2AK2,ENSG00000055332
USP36_ENSG00000055483,USP36,ENSG00000055483
KMT2C_ENSG00000055609,KMT2C,ENSG00000055609
MCOLN3_ENSG00000055732,MCOLN3,ENSG00000055732
CCDC85A_ENSG00000055813,CCDC85A,ENSG00000055813
PUM2_ENSG00000055917,PUM2,ENSG00000055917
MRPL43_ENSG00000055950,MRPL43,ENSG00000055950
ITIH4_ENSG00000055955,ITIH4,ENSG00000055955
ITIH1_ENSG00000055957,ITIH1,ENSG00000055957
C4orf27_ENSG00000056050,C4orf27,ENSG00000056050
ZFR_ENSG00000056097,ZFR,ENSG00000056097
ZNF280C_ENSG00000056277,ZNF280C,ENSG00000056277
NPFFR2_ENSG00000056291,NPFFR2,ENSG00000056291
PHF21B_ENSG00000056487,PHF21B,ENSG00000056487
TRAF1_ENSG00000056558,TRAF1,ENSG00000056558
RC3H2_ENSG00000056586,RC3H2,ENSG00000056586
IL17RB_ENSG00000056736,IL17RB,ENSG00000056736
TRAF3IP2_ENSG00000056972,TRAF3IP2,ENSG00000056972
GYG2_ENSG00000056998,GYG2,ENSG00000056998
DCBLD2_ENSG00000057019,DCBLD2,ENSG00000057019
SERPINB3_ENSG00000057149,SERPINB3,ENSG00000057149
SOAT1_ENSG00000057252,SOAT1,ENSG00000057252
PKP2_ENSG00000057294,PKP2,ENSG00000057294
MSH4_ENSG00000057468,MSH4,ENSG00000057468
F7_ENSG00000057593,F7,ENSG00000057593
GDI2_ENSG00000057608,GDI2,ENSG00000057608
PRDM1_ENSG00000057657,PRDM1,ENSG00000057657
ATG5_ENSG00000057663,ATG5,ENSG00000057663
TMCC3_ENSG00000057704,TMCC3,ENSG00000057704
PITHD1_ENSG00000057757,PITHD1,ENSG00000057757
MTA3_ENSG00000057935,MTA3,ENSG00000057935
USP13_ENSG00000058056,USP13,ENSG00000058056
ATP11B_ENSG00000058063,ATP11B,ENSG00000058063
LAMC2_ENSG00000058085,LAMC2,ENSG00000058085
CDK14_ENSG00000058091,CDK14,ENSG00000058091
SEC61A1_ENSG00000058262,SEC61A1,ENSG00000058262
PPP1R12A_ENSG00000058272,PPP1R12A,ENSG00000058272
RASGRF1_ENSG00000058335,RASGRF1,ENSG00000058335
CAMK2B_ENSG00000058404,CAMK2B,ENSG00000058404
CROCC_ENSG00000058453,CROCC,ENSG00000058453
POLR3E_ENSG00000058600,POLR3E,ENSG00000058600
ATP2B4_ENSG00000058668,ATP2B4,ENSG00000058668
ZC3H11A_ENSG00000058673,ZC3H11A,ENSG00000058673
RIOK2_ENSG00000058729,RIOK2,ENSG00000058729
YIPF1_ENSG00000058799,YIPF1,ENSG00000058799
NDC1_ENSG00000058804,NDC1,ENSG00000058804
DGKG_ENSG00000058866,DGKG,ENSG00000058866
FLYWCH1_ENSG00000059122,FLYWCH1,ENSG00000059122
UNKL_ENSG00000059145,UNKL,ENSG00000059145
TBXAS1_ENSG00000059377,TBXAS1,ENSG00000059377
PARP12_ENSG00000059378,PARP12,ENSG00000059378
ALDH18A1_ENSG00000059573,ALDH18A1,ENSG00000059573
TARBP1_ENSG00000059588,TARBP1,ENSG00000059588
GATB_ENSG00000059691,GATB,ENSG00000059691
MXD1_ENSG00000059728,MXD1,ENSG00000059728
CDK17_ENSG00000059758,CDK17,ENSG00000059758
DNAJC25_ENSG00000059769,DNAJC25,ENSG00000059769
SLC2A3_ENSG00000059804,SLC2A3,ENSG00000059804
PSD_ENSG00000059915,PSD,ENSG00000059915
CTDP1_ENSG00000060069,CTDP1,ENSG00000060069
YBX3_ENSG00000060138,YBX3,ENSG00000060138
STYK1_ENSG00000060140,STYK1,ENSG00000060140
WNK1_ENSG00000060237,WNK1,ENSG00000060237
CCAR1_ENSG00000060339,CCAR1,ENSG00000060339
OGFR_ENSG00000060491,OGFR,ENSG00000060491
GNA15_ENSG00000060558,GNA15,ENSG00000060558
CREB3L3_ENSG00000060566,CREB3L3,ENSG00000060566
PIGV_ENSG00000060642,PIGV,ENSG00000060642
PTPRU_ENSG00000060656,PTPRU,ENSG00000060656
SNRNP40_ENSG00000060688,SNRNP40,ENSG00000060688
RIMBP2_ENSG00000060709,RIMBP2,ENSG00000060709
COL11A1_ENSG00000060718,COL11A1,ENSG00000060718
QSER1_ENSG00000060749,QSER1,ENSG00000060749
MPC1_ENSG00000060762,MPC1,ENSG00000060762
ACAA1_ENSG00000060971,ACAA1,ENSG00000060971
BCAT1_ENSG00000060982,BCAT1,ENSG00000060982
HDAC7_ENSG00000061273,HDAC7,ENSG00000061273
LZTS1_ENSG00000061337,LZTS1,ENSG00000061337
PRDM6_ENSG00000061455,PRDM6,ENSG00000061455
WNT8A_ENSG00000061492,WNT8A,ENSG00000061492
SPAG4_ENSG00000061656,SPAG4,ENSG00000061656
NCKAP1_ENSG00000061676,NCKAP1,ENSG00000061676
MRPS35_ENSG00000061794,MRPS35,ENSG00000061794
GUCY1B3_ENSG00000061918,GUCY1B3,ENSG00000061918
SFSWAP_ENSG00000061936,SFSWAP,ENSG00000061936
TNK2_ENSG00000061938,TNK2,ENSG00000061938
MON2_ENSG00000061987,MON2,ENSG00000061987
CDH3_ENSG00000062038,CDH3,ENSG00000062038
ARSF_ENSG00000062096,ARSF,ENSG00000062096
GPBP1_ENSG00000062194,GPBP1,ENSG00000062194
DGAT2_ENSG00000062282,DGAT2,ENSG00000062282
ZNF112_ENSG00000062370,ZNF112,ENSG00000062370
CS_ENSG00000062485,CS,ENSG00000062485
LTK_ENSG00000062524,LTK,ENSG00000062524
MRPS24_ENSG00000062582,MRPS24,ENSG00000062582
ELMO2_ENSG00000062598,ELMO2,ENSG00000062598
WAPL_ENSG00000062650,WAPL,ENSG00000062650
VMP1_ENSG00000062716,VMP1,ENSG00000062716
APPBP2_ENSG00000062725,APPBP2,ENSG00000062725
POLD1_ENSG00000062822,POLD1,ENSG00000062822
SEZ6_ENSG00000063015,SEZ6,ENSG00000063015
EIF4B_ENSG00000063046,EIF4B,ENSG00000063046
SLC6A16_ENSG00000063127,SLC6A16,ENSG00000063127
GLTSCR1_ENSG00000063169,GLTSCR1,ENSG00000063169
SPHK2_ENSG00000063176,SPHK2,ENSG00000063176
RPL18_ENSG00000063177,RPL18,ENSG00000063177
CA11_ENSG00000063180,CA11,ENSG00000063180
ISOC2_ENSG00000063241,ISOC2,ENSG00000063241
U2AF2_ENSG00000063244,U2AF2,ENSG00000063244
EPN1_ENSG00000063245,EPN1,ENSG00000063245
MED29_ENSG00000063322,MED29,ENSG00000063322
AHRR_ENSG00000063438,AHRR,ENSG00000063438
ZNF275_ENSG00000063587,ZNF275,ENSG00000063587
MTMR1_ENSG00000063601,MTMR1,ENSG00000063601
GPC1_ENSG00000063660,GPC1,ENSG00000063660
ADCK1_ENSG00000063761,ADCK1,ENSG00000063761
HAGH_ENSG00000063854,HAGH,ENSG00000063854
RNF4_ENSG00000063978,RNF4,ENSG00000063978
CASP8_ENSG00000064012,CASP8,ENSG00000064012
LIMCH1_ENSG00000064042,LIMCH1,ENSG00000064042
ASUN_ENSG00000064102,ASUN,ENSG00000064102
TM7SF3_ENSG00000064115,TM7SF3,ENSG00000064115
DLX3_ENSG00000064195,DLX3,ENSG00000064195
SPA17_ENSG00000064199,SPA17,ENSG00000064199
TSPAN32_ENSG00000064201,TSPAN32,ENSG00000064201
WISP2_ENSG00000064205,WISP2,ENSG00000064205
DMRT3_ENSG00000064218,DMRT3,ENSG00000064218
ST3GAL6_ENSG00000064225,ST3GAL6,ENSG00000064225
ATP2C2_ENSG00000064270,ATP2C2,ENSG00000064270
NGFR_ENSG00000064300,NGFR,ENSG00000064300
CDON_ENSG00000064309,CDON,ENSG00000064309
TAF2_ENSG00000064313,TAF2,ENSG00000064313
HIPK2_ENSG00000064393,HIPK2,ENSG00000064393
TNPO3_ENSG00000064419,TNPO3,ENSG00000064419
BORCS8-MEF2B_ENSG00000064489,BORCS8-MEF2B,ENSG00000064489
RFXANK_ENSG00000064490,RFXANK,ENSG00000064490
TMEM161A_ENSG00000064545,TMEM161A,ENSG00000064545
LPAR2_ENSG00000064547,LPAR2,ENSG00000064547
CTSA_ENSG00000064601,CTSA,ENSG00000064601
SUGP2_ENSG00000064607,SUGP2,ENSG00000064607
SLC12A2_ENSG00000064651,SLC12A2,ENSG00000064651
SNX24_ENSG00000064652,SNX24,ENSG00000064652
EYA2_ENSG00000064655,EYA2,ENSG00000064655
CNN2_ENSG00000064666,CNN2,ENSG00000064666
ABCA7_ENSG00000064687,ABCA7,ENSG00000064687
SNCAIP_ENSG00000064692,SNCAIP,ENSG00000064692
DDX20_ENSG00000064703,DDX20,ENSG00000064703
BTBD1_ENSG00000064726,BTBD1,ENSG00000064726
FAR2_ENSG00000064763,FAR2,ENSG00000064763
BCAS1_ENSG00000064787,BCAS1,ENSG00000064787
POU1F1_ENSG00000064835,POU1F1,ENSG00000064835
CHI3L2_ENSG00000064886,CHI3L2,ENSG00000064886
SBNO2_ENSG00000064932,SBNO2,ENSG00000064932
PMS1_ENSG00000064933,PMS1,ENSG00000064933
HMG20B_ENSG00000064961,HMG20B,ENSG00000064961
CALCRL_ENSG00000064989,CALCRL,ENSG00000064989
TAF11_ENSG00000064995,TAF11,ENSG00000064995
ANKS1A_ENSG00000064999,ANKS1A,ENSG00000064999
AP3D1_ENSG00000065000,AP3D1,ENSG00000065000
ZNF76_ENSG00000065029,ZNF76,ENSG00000065029
SLC9A3R2_ENSG00000065054,SLC9A3R2,ENSG00000065054
NTHL1_ENSG00000065057,NTHL1,ENSG00000065057
UHRF1BP1_ENSG00000065060,UHRF1BP1,ENSG00000065060
GNAI3_ENSG00000065135,GNAI3,ENSG00000065135
IPO5_ENSG00000065150,IPO5,ENSG00000065150
OAT_ENSG00000065154,OAT,ENSG00000065154
WDR3_ENSG00000065183,WDR3,ENSG00000065183
PKN2_ENSG00000065243,PKN2,ENSG00000065243
WDR18_ENSG00000065268,WDR18,ENSG00000065268
TRAM2_ENSG00000065308,TRAM2,ENSG00000065308
NTN1_ENSG00000065320,NTN1,ENSG00000065320
GLP2R_ENSG00000065325,GLP2R,ENSG00000065325
MCM10_ENSG00000065328,MCM10,ENSG00000065328
DGKA_ENSG00000065357,DGKA,ENSG00000065357
ERBB3_ENSG00000065361,ERBB3,ENSG00000065361
ROPN1_ENSG00000065371,ROPN1,ENSG00000065371
ANKRD44_ENSG00000065413,ANKRD44,ENSG00000065413
KARS_ENSG00000065427,KARS,ENSG00000065427
ADAT1_ENSG00000065457,ADAT1,ENSG00000065457
PDIA5_ENSG00000065485,PDIA5,ENSG00000065485
TBC1D22B_ENSG00000065491,TBC1D22B,ENSG00000065491
NDUFB4_ENSG00000065518,NDUFB4,ENSG00000065518
SPEN_ENSG00000065526,SPEN,ENSG00000065526
MYLK_ENSG00000065534,MYLK,ENSG00000065534
ZC3H15_ENSG00000065548,ZC3H15,ENSG00000065548
MAP2K4_ENSG00000065559,MAP2K4,ENSG00000065559
TMEM206_ENSG00000065600,TMEM206,ENSG00000065600
SNAP91_ENSG00000065609,SNAP91,ENSG00000065609
SLK_ENSG00000065613,SLK,ENSG00000065613
CYB5R4_ENSG00000065615,CYB5R4,ENSG00000065615
COL17A1_ENSG00000065618,COL17A1,ENSG00000065618
GSTO2_ENSG00000065621,GSTO2,ENSG00000065621
SEC61A2_ENSG00000065665,SEC61A2,ENSG00000065665
PRKCQ_ENSG00000065675,PRKCQ,ENSG00000065675
TLE2_ENSG00000065717,TLE2,ENSG00000065717
ASB1_ENSG00000065802,ASB1,ENSG00000065802
FAM107B_ENSG00000065809,FAM107B,ENSG00000065809
